UID,PID,PTM,PEN,DESC,CAT,PEY,ACT
1697,537441,NYG,WB-0400,Offensive Holding,2,10,A
1698,537447,NYG,JT-3800,Defensive Offside,4,5,A
1699,537461,DAL,EF-0400,Offensive Holding,2,0,A
1700,537462,NYG,JH-5450,Illegal Contact,5,5,A
1701,537467,NYG,JH-5450,Defensive Holding,5,5,A
1702,537472,DAL,DF-1800,Offensive Holding,2,0,D
1703,537493,DEN,OF-0100,Offensive Holding,2,0,O
1704,537493,NO,MJ-0600,Illegal Contact,5,0,O
1705,537499,DEN,ED-1000,Defensive Offside,4,5,A
1706,537544,DEN,JD-2700,Offensive Holding,2,10,A
1707,537545,NO,TM-1300,Defensive Holding,5,5,A
1708,537572,NO,PR-0400,Defensive Holding,5,0,D
1709,537598,NO,JE-1000,Offensive Holding,2,0,D
1710,537610,DEN,DB-5100,Offensive Holding,2,4,A
1711,537613,NO,TJ-1900,Illegal Use of Hands,5,5,A
1712,537615,DEN,RC-1200,Offensive Holding,2,10,A
1713,537639,NO,JB-8200,False Start,1,5,A
1714,537650,DEN,XX-0000,Delay of Game,3,5,A
1715,537655,ARI,WG-0500,Defensive Pass Interference,5,7,A
1716,537658,SF,AB-2100,Face Mask,6,15,A
1717,537660,SF,AS-1600,Delay of Game,3,5,A
1718,537662,SF,CS-3500,Unsportsmanlike Conduct,6,15,A
1719,537667,ARI,QG-0400,Offensive Holding,2,10,A
1720,537673,SF,GC-0350,Offensive Holding,2,10,A
1721,537683,ARI,BM-0360,False Start,1,5,A
1722,537700,SF,MI-0200,False Start,1,5,A
1723,537748,ARI,LF-0200,Offensive Pass Interference,2,10,A
1724,537771,ARI,JB-3350,Illegal Block Above the Waist,7,4,A
1725,537772,SF,AS-1500,Defensive Offside,4,5,A
1726,537773,SF,AB-3100,Defensive Offside,4,5,A
1727,537777,ARI,DB-1100,False Start,1,5,A
1728,537780,SF,LG-0700,Offensive Holding,2,10,A
1729,537780,SF,AD-1300,Illegal Block Above the Waist,7,0,D
1730,537786,SF,AS-1600,Delay of Game,3,5,A
1731,537793,ARI,DC-3000,Offensive Holding,2,10,A
1732,537795,SF,AB-3100,Defensive Offside,4,5,A
