PID,KICKER,KGRO,KNET,KTB,KR,KRY
527978,MK-1200,65,40,N,NP-0100,25
527988,BC-3000,65,45,Y,XX-0000,0
528011,BC-3000,71,51,Y,XX-0000,0
528019,BC-3000,65,45,Y,XX-0000,0
528029,MK-1200,65,45,Y,XX-0000,0
528043,MK-1200,71,54,N,NP-0100,17
528078,MK-1200,70,50,Y,XX-0000,0
528095,MK-1200,65,45,Y,XX-0000,0
528118,MK-1200,65,45,Y,XX-0000,0
528127,BC-3000,45,43,N,VJ-0100,2
528128,TM-3300,66,42,N,RC-1500,24
528146,MC-3000,74,54,Y,XX-0000,0
528160,TM-3300,74,54,Y,XX-0000,0
528174,MC-3000,69,37,N,DS-3300,32
528200,MC-3000,65,45,Y,XX-0000,0
528216,TM-3300,70,40,N,RC-1500,30
528218,MC-3000,63,39,N,DS-3300,24
528236,TM-3300,73,53,Y,XX-0000,0
528253,TM-3300,73,53,Y,XX-0000,0
528269,TM-3300,65,31,N,RC-1500,34
528289,MC-3000,69,34,N,DS-3300,35
528311,AH-2600,62,26,N,DW-4050,36
528387,AH-2600,65,17,N,DW-4050,48
528398,LT-1100,56,42,N,BB-2530,14
528399,LT-1100,66,45,N,BB-2530,21
528410,AH-2600,67,22,N,DW-4050,45
528420,LT-1100,65,45,Y,XX-0000,0
528429,AH-2600,67,14,N,DW-4050,53
528446,AH-2600,71,48,N,DW-4050,23
528453,LT-1100,63,48,N,BB-2530,15
528466,AH-2600,67,30,N,DW-4050,37
528479,RG-1500,65,45,Y,XX-0000,0
528532,RG-1500,72,52,Y,XX-0000,0
528537,RG-1500,65,45,Y,XX-0000,0
528548,DB-0200,38,38,N,CW-3800,0
528550,DB-0200,67,38,N,DH-2700,29
528557,RG-1500,74,54,Y,XX-0000,0
528571,RG-1500,65,45,Y,XX-0000,0
528582,DB-0200,67,46,N,DH-2700,21
528594,RG-1500,72,50,N,FJ-0300,22
528611,RG-1500,74,48,N,FJ-0300,26
528630,DB-0200,13,13,N,XX-0000,0
528632,JF-0900,70,34,N,CG-1060,36
528639,GZ-2000,73,53,Y,XX-0000,0
528658,JF-0900,65,45,Y,XX-0000,0
528682,GZ-2000,74,54,Y,XX-0000,0
528718,GZ-2000,65,45,Y,XX-0000,0
528765,GZ-2000,65,45,Y,XX-0000,0
528798,MN-0800,72,52,Y,XX-0000,0
528812,MN-0800,67,37,N,MT-0550,30
528835,MN-0800,70,50,Y,XX-0000,0
528858,DC-0500,70,36,N,BT-0300,34
528875,DC-0500,65,45,Y,XX-0000,0
528885,DC-0500,69,54,N,BT-0300,15
528897,DC-0500,65,45,Y,XX-0000,0
528919,MN-0800,65,45,Y,XX-0000,0
528960,JT-3950,66,45,N,SD-0800,21
528993,JT-3950,71,30,N,SD-0800,41
529026,RS-3400,65,45,Y,XX-0000,0
529045,RS-3400,68,36,N,DT-1250,32
529060,JT-3950,63,43,N,SD-0800,20
529079,JT-3950,73,53,Y,XX-0000,0
529104,RS-3400,65,45,N,DT-1250,20
529113,MC-3000,74,54,Y,XX-0000,0
529146,MC-3000,74,54,Y,XX-0000,0
529160,MC-3000,50,30,Y,XX-0000,0
529181,PM-0300,66,31,N,RC-1500,35
529188,MC-3000,74,54,Y,XX-0000,0
529212,PM-0300,74,54,Y,XX-0000,0
529223,PM-0300,74,54,Y,XX-0000,0
