PID,BC,DIR,YDS
521184,PH-0400,RE,-7
521186,TG-0600,MD,8
521189,AP-0700,MD,5
521193,DB-4800,MD,2
521194,DB-4800,LE,4
521195,AL-1100,MD,7
521197,AL-1100,RE,6
521199,DB-4800,RE,1
521201,DB-4800,MD,2
521204,DB-4800,LT,0
521209,AP-0700,RE,3
521210,PH-0400,LE,20
521212,TG-0600,MD,1
521213,AP-0700,MD,6
521214,TG-0600,RE,-2
521215,CP-2000,LE,5
521220,DB-4800,MD,2
521223,AP-0700,MD,6
521225,AP-0700,LE,5
521226,TG-0600,MD,6
521227,TG-0600,MD,2
521232,VB-0050,LE,9
521233,DA-2100,LE,7
521234,DA-2100,LE,0
521236,VB-0050,LE,0
521238,DA-0850,MD,0
521249,DB-4800,MD,3
521251,AL-1100,LE,7
521255,CP-2000,NL,-1
521257,DB-4800,LT,5
521259,DB-4800,LE,8
521260,DB-4800,MD,-3
521266,AL-1100,LE,1
521267,DB-4800,MD,0
521268,DB-4800,LE,15
521269,DB-4800,RT,2
521275,AP-0700,MD,5
521277,AP-0700,MD,1
521278,AP-0700,MD,2
521281,VB-0050,MD,-1
521283,VB-0050,MD,4
521285,CP-2000,RE,3
521288,AP-0700,MD,4
521294,DB-4800,MD,4
521303,VB-0050,LG,-2
521305,VB-0050,MD,3
521306,MM-4800,LT,-2
521310,AP-0700,MD,4
521313,AP-0700,MD,3
521314,AP-0700,MD,1
521316,AP-0700,MD,-1
521320,DB-4800,MD,0
521323,DB-4800,MD,0
521350,LM-1000,RE,2
521354,DJ-0950,LE,6
521355,SH-0450,RE,1
521359,LM-1000,RE,0
521361,LM-1000,LE,0
521363,LM-1000,RE,2
521364,BB-3350,MD,1
521366,LM-1000,LG,1
521370,RR-0400,LT,5
521371,RR-0400,MD,6
521373,RR-0400,MD,4
521375,VL-0100,RT,5
521379,BB-3350,RE,3
521380,SH-0450,LE,0
521386,RR-0400,LT,2
521388,SC-1300,MD,3
521389,MV-0300,RE,6
521393,LM-1000,RE,7
521394,LM-1000,LE,7
521395,MV-0300,MD,-10
521396,RR-0400,MD,43
521402,MV-0300,LE,5
521403,LM-1000,MD,4
521406,BP-0650,RT,6
521407,RR-0400,LT,2
521410,LM-1000,RE,5
521411,LM-1000,RE,20
521414,LM-1000,MD,-2
521416,RR-0400,MD,16
521421,LM-1000,LE,3
521422,LM-1000,RE,3
521423,LM-1000,MD,-2
521434,LM-1000,MD,0
521437,LM-1000,RE,9
521438,LM-1000,LT,-2
521446,LM-1000,LE,-2
521449,LM-1000,MD,3
521451,LM-1000,RE,5
521452,MV-0300,RE,8
521453,BB-3350,RE,3
521455,MV-0300,MD,6
521458,RR-0400,RE,6
521459,RR-0400,LG,2
521467,RR-0400,RT,9
521470,LM-1000,RE,6
521475,RR-0400,LE,-4
521477,RR-0400,MD,2
521478,RR-0400,RE,0
521481,RR-0400,RT,1
521488,LM-1000,RE,11
521489,LM-1000,LE,3
521495,RR-0400,RG,3
521497,RR-0400,RT,2
521500,BP-0650,LE,-2
521501,BP-0650,MD,0
521508,MV-0300,RE,8
521509,LM-1000,LE,0
521511,LM-1000,MD,-4
521513,MV-0300,MD,2
521515,MV-0300,MD,1
521526,MV-0300,NL,-1
521527,MV-0300,NL,-1
521531,AB-2600,RG,3
521536,DM-0450,LG,4
521540,DM-0450,RT,3
521544,AB-2600,RE,0
521546,DW-4050,RE,4
521549,AB-2600,MD,12
521550,DW-4050,LG,1
521553,AB-2600,MD,1
521559,PP-0100,LE,7
521563,DW-1000,MD,6
521567,DM-0450,LT,-1
521571,AB-2600,LG,0
521574,HH-0400,LT,3
521577,DM-0450,MD,2
521583,AB-3400,LG,-1
521585,DM-0450,RG,5
521586,DM-0450,LE,8
521589,AB-3400,MD,23
521592,AB-3400,MD,5
521597,AB-3400,LG,12
521601,DM-0450,MD,1
521613,EM-0200,NL,-1
521615,DM-0450,MD,12
521616,DM-0450,RG,2
521622,AB-3400,MD,-1
521628,DM-0450,MD,3
521629,DM-0450,RE,7
521630,DM-0450,LT,4
521631,DM-0450,LE,5
521632,DM-0450,LG,-1
521634,DW-4050,LE,1
521638,AB-3400,RG,4
521640,AB-3400,LG,2
521643,AB-3400,MD,8
521645,AB-3400,MD,-4
521653,AB-3400,LE,10
521654,AB-3400,LE,-1
521658,AB-3400,RT,-1
521662,DM-0450,RE,2
521663,DM-0450,MD,1
521665,DM-0450,RE,3
521666,DM-0450,RE,-1
521674,DM-0450,MD,4
521684,DM-0450,LG,3
521694,AB-3400,MD,9
521695,AB-3400,LG,2
521701,EM-0200,NL,-1
521707,BT-0200,MD,5
521708,AF-0900,LE,4
521709,AF-0900,MD,4
521711,BT-0200,LE,9
521712,BT-0200,MD,2
521718,MJ-2500,MD,1
521721,MJ-2500,RE,14
521722,MJ-2500,MD,3
521727,AF-0900,LE,1
521731,MJ-2500,RE,0
521734,BG-0100,MD,5
521736,AF-0900,RG,3
521739,BT-0200,RG,25
521740,BT-0200,RG,0
521741,AF-0900,MD,1
521744,MJ-2500,MD,12
521747,MJ-2500,MD,3
521751,AF-0900,RE,-1
521753,AF-0900,LE,1
521756,MJ-2500,MD,1
521762,AF-0900,MD,9
521763,AF-0900,MD,3
521765,BT-0200,MD,8
521769,MJ-2500,MD,6
521773,AF-0900,MD,3
521774,AF-0900,LE,18
521784,AF-0900,RG,8
521786,AF-0900,MD,15
521792,MJ-2500,MD,2
521794,MJ-2500,MD,5
521799,AF-0900,MD,-1
521801,AF-0900,RE,5
521810,AF-0900,LE,3
521812,BT-0200,MD,7
521813,BT-0200,MD,-1
521815,AF-0900,MD,6
521816,AF-0900,RE,3
521818,BT-0200,MD,2
521820,AF-0900,RE,8
521821,AF-0900,MD,1
521822,AF-0900,MD,3
521823,AF-0900,RE,2
521824,BT-0200,MD,2
521828,MJ-2500,MD,-4
521832,AF-0900,LE,0
521840,BT-0200,MD,1
521842,AF-0900,MD,1
521844,AF-0900,RE,2
521846,BT-0200,MD,14
521847,AF-0900,MD,5
521848,AF-0900,LE,4
521849,AF-0900,MD,-1
521856,MJ-2500,MD,17
521857,CH-2400,MD,-2
521858,JF-2800,RE,14
521859,JF-2800,LE,10
521860,JF-2800,MD,2
521861,JF-2800,LE,7
521862,JF-2800,RE,-1
521863,JF-2800,MD,3
521864,MS-0200,NL,-1
521865,MS-0200,NL,-1
521867,PT-0400,LG,2
521870,MI-0100,RT,4
521873,MI-0100,MD,5
521874,MI-0100,MD,12
521876,MI-0100,LT,2
521881,DW-3600,MD,8
521882,DW-3600,MD,3
521884,JS-6700,LE,-2
521885,CN-0500,LE,9
521887,PT-0400,MD,2
521892,MI-0100,LG,2
521893,PT-0400,MD,23
521894,MI-0100,RE,3
521897,MI-0100,MD,2
521903,CN-0500,RE,40
521904,DW-3600,LT,4
521906,CN-0500,RE,7
521908,DW-3600,MD,10
521909,JS-6700,MD,8
521910,JS-6700,MD,0
521911,CN-0500,LE,1
521912,CN-0500,MD,-4
521913,PT-0400,MD,4
521916,MI-0100,RG,9
521920,MI-0100,MD,2
521926,CN-0500,RE,1
521927,CN-0500,LG,4
521930,JS-6700,RE,4
521939,BL-0100,RE,25
521943,JS-6700,MD,7
521945,CN-0500,MD,4
521946,MT-1300,MD,2
521949,DB-3800,NL,-1
521951,DW-3600,LT,2
521953,JS-6700,LG,1
521958,MI-0100,RG,1
521963,CN-0500,LE,0
521964,JS-6700,RE,16
521965,DW-3600,LE,27
521966,DW-3600,RE,1
521968,DW-3600,MD,3
521972,PT-0400,LT,11
521973,MI-0100,MD,0
521975,MI-0100,MD,2
521977,PT-0400,MD,5
521980,JS-6700,LE,3
521981,JS-6700,LG,3
521983,JS-6700,RT,8
521984,CN-0500,RE,-1
521987,MI-0100,MD,2
521989,PT-0400,MD,4
521992,MI-0100,MD,3
521994,PT-0400,LE,11
521995,MI-0100,MD,1
521999,JS-6700,MD,3
522001,DW-3600,MD,1
522002,DW-3600,MD,-1
522003,CN-0500,LG,5
522008,PT-0400,MD,48
522009,MI-0100,LT,3
522013,DW-3600,RG,4
522014,DW-3600,LE,4
522015,MT-1300,MD,1
522028,DB-3800,MD,1
522031,DW-3600,MD,1
522032,DW-3600,LG,2
522033,CN-0500,MD,3
522037,CN-0500,NL,-1
522039,CW-1400,RG,6
522040,CW-1400,MD,3
522041,KK-1200,MD,2
522044,PP-0400,LE,17
522045,CW-1400,LT,0
522048,CW-1400,LT,3
522054,CW-1400,MD,2
522060,SR-0700,LG,1
522062,DW-4300,MD,3
522063,DW-4300,LG,3
522064,SR-0700,LE,1
522067,SR-0700,LG,1
522073,RW-3400,MD,2
522077,SR-0700,RE,20
522078,SR-0700,RT,1
522082,RW-3400,LT,-5
522087,SR-0700,LG,5
522088,SR-0700,LE,12
522089,SR-0700,MD,10
522090,SR-0700,LE,3
522092,DW-4300,LG,0
522097,CW-1400,RE,7
522098,KK-1200,RE,5
522099,KK-1200,RG,6
522100,CW-1400,MD,4
522102,KK-1200,LG,3
522106,DW-4300,MD,5
522108,CW-1400,RT,-3
522112,SR-0700,LG,1
522113,SR-0700,RT,-1
522117,DW-4300,RG,6
522123,SR-0700,RT,7
522130,CW-1400,LT,-2
522131,LS-1700,RE,7
522134,SR-0700,RG,4
522135,SR-0700,RE,-3
522138,RW-3400,MD,0
522143,SR-0700,RG,5
522146,SR-0700,MD,7
522148,SR-0700,MD,1
522151,LH-1500,MD,2
522154,DW-4300,RE,-9
522157,RW-3400,MD,2
522160,RW-3400,MD,4
522164,LS-1700,LT,4
522165,KK-1200,MD,5
522172,SR-0700,RE,-4
522174,CW-1400,RE,8
522176,CW-1400,RE,10
522177,CW-1400,MD,1
522178,CW-1400,MD,3
522184,DW-4300,MD,0
522188,CW-1400,MD,2
522205,RW-3400,RT,5
522206,RW-3400,MD,13
522207,RW-3400,RE,-4
522208,RW-3400,MD,1
522209,RW-3400,LE,-5
522213,TB-2300,RG,-1
522216,KK-1200,NL,-1
522228,SJ-0200,RT,14
522231,SJ-0200,RT,1
522235,AM-2850,LT,6
522236,AM-2850,LT,-1
522238,RG-1850,RE,-4
522247,AM-2850,RT,3
522249,RG-1850,RE,10
522250,AM-2850,RT,6
522251,AM-2850,RE,27
522252,RG-1850,LE,4
522253,AM-2850,RT,3
522255,RG-1850,LE,5
522258,SJ-0200,MD,12
522259,SJ-0200,RE,9
522262,SJ-0200,MD,-1
522266,SJ-0200,RG,20
522268,DR-1450,MD,8
522270,SJ-0200,MD,3
522271,SJ-0200,RG,0
522272,SJ-0200,RG,0
522276,AM-2850,RE,0
522282,DR-1450,RT,0
522285,DR-1450,MD,4
522286,DR-1450,LG,3
522293,RG-1850,MD,15
522296,SB-1100,MD,12
522302,AM-2850,LT,3
522304,FD-0200,LT,1
522310,DR-1450,RT,-1
522315,AM-2850,LE,5
522316,AM-2850,LT,29
522317,AM-2850,LE,4
522318,AM-2850,LT,5
522321,AM-2850,LE,-1
522322,RG-1850,MD,7
522328,DR-1450,RE,53
522330,AM-2850,RE,3
522334,DR-1450,MD,3
522341,AM-2850,LT,1
522344,DR-1450,LE,0
522350,RG-1850,RE,6
522352,RG-1850,MD,14
522353,RG-1850,LE,9
522354,ER-0600,MD,4
522355,AM-2850,RT,-4
522357,RG-1850,RE,5
522359,DR-1450,MD,1
522360,DR-1450,LE,2
522361,DR-1450,LE,-4
522369,DR-1450,MD,2
522371,DR-1450,RG,5
522372,DR-1450,LT,5
522373,DR-1450,RT,2
522376,RG-1850,RE,11
522381,SB-1100,NL,-1
522382,SB-1100,NL,-1
522384,ML-2500,RT,4
522385,ML-2500,LG,3
522387,ML-2500,LG,3
522388,ML-2500,RG,2
522393,DM-4300,RT,3
522399,FJ-0300,LT,1
522401,KO-0300,LE,5
522402,DM-4300,MD,8
522404,DM-4300,RT,9
522408,ML-2500,MD,0
522412,DM-4300,MD,2
522416,DM-4300,LE,4
522419,TR-0800,MD,-3
522421,DM-4300,RG,2
522425,DM-4300,LT,7
522431,RW-3850,RE,4
522433,DM-4300,LT,1
522437,ML-2500,RG,2
522438,ML-2500,RT,7
522439,MR-1500,MD,4
522445,ML-2500,LT,-2
522460,LW-0500,LT,3
522461,ML-2500,RT,5
522462,ML-2500,MD,-2
522464,TR-0800,NL,-1
522466,ML-2500,RT,16
522467,ML-2500,LT,3
522471,DM-4300,MD,0
522477,ML-2500,LT,2
522479,RW-3850,LE,8
522480,RT-1950,LT,6
522481,RT-1950,MD,3
522482,ML-2500,RT,36
522483,LW-0500,RT,3
522488,DM-4300,RE,2
522489,DM-4300,RT,2
522490,DM-4300,LG,4
522497,ML-2500,MD,5
522499,ML-2500,RT,3
522501,RW-3850,LE,14
522502,ML-2500,RT,6
522503,ML-2500,RE,7
522504,RT-1950,MD,5
522506,ML-2500,RT,1
522507,ML-2500,LT,5
522509,ML-2500,LT,3
522516,ML-2500,MD,1
522517,ML-2500,RE,3
522520,ML-2500,LG,4
522521,MR-1500,MD,2
522522,ML-2500,RT,3
522523,ML-2500,LG,2
522526,RW-3850,MD,2
522527,RT-1950,MD,2
522528,RT-1950,LT,-1
522529,LW-0500,MD,5
522530,LW-0500,LG,0
522535,CB-3000,MD,3
522540,RB-3900,MD,2
522543,CB-3000,RT,4
522544,CB-3000,LT,2
522550,CJ-1700,MD,2
522552,CB-3000,RE,-3
522555,CB-3000,RE,1
522556,RB-3900,RT,1
522560,CJ-1700,RT,1
522561,CJ-1700,RE,0
522564,CB-3000,MD,2
522567,CB-3000,LG,-2
522570,CB-3000,LE,1
522571,CB-3000,RT,3
522583,CB-3000,LE,12
522590,JL-2300,LE,20
522592,CJ-1700,MD,7
522603,CJ-1700,MD,0
522606,CB-3000,LE,1
522615,RB-3900,MD,3
522617,RB-3900,RE,2
522620,JL-2300,RE,1
522621,CJ-1700,LE,1
522626,CB-3000,RE,3
522634,LM-0700,MD,17
522636,LM-0700,MD,2
522638,PR-0300,RE,9
522639,CB-3000,RE,2
522645,CJ-1700,MD,4
522650,CB-3000,LG,1
522651,JB-1700,MD,10
522652,CB-3000,LE,0
522654,JB-1700,MD,4
522657,JB-1700,RG,15
522658,JB-1700,LT,1
522660,JB-1700,MD,1
522668,JB-1700,LT,4
522669,CB-3000,MD,7
522670,JB-1700,MD,3
522671,CB-3000,RT,5
522672,JB-1700,MD,8
522673,JB-1700,MD,4
522674,CB-3000,RT,1
522675,JB-1700,LG,16
522676,JB-1700,RT,2
522677,JB-1700,RG,-2
522678,JB-1700,LT,2
522679,JB-1700,LG,1
522684,CJ-1700,MD,2
522687,RB-4900,MD,11
522689,RT-0150,RG,13
522690,RB-4900,MD,6
522691,RB-4900,RE,3
522692,RB-4900,MD,5
522694,RB-4900,LG,1
522697,RB-4900,RG,3
522698,RT-0150,LE,2
522703,DM-1600,RG,2
522704,CP-0500,RE,7
522706,RB-4900,RE,1
522707,RB-4900,MD,0
522709,RB-4900,MD,2
522711,LM-1150,RT,5
522717,DM-1600,RG,3
522718,DM-1600,RT,2
522724,LM-1150,RE,9
522725,LM-1150,LT,6
522727,LM-1150,LT,5
522732,DM-1600,RT,3
522742,DM-1600,LE,3
522745,RB-4900,RG,-2
522749,DM-1600,RT,2
522760,DM-1600,LE,2
522772,RB-4900,LG,4
522773,RT-0150,NL,-1
522776,DM-1600,LE,0
522779,RB-4900,LT,1
522780,RB-4900,RE,1
522783,DM-1600,MD,1
522784,DM-1600,LT,4
522788,RB-4900,MD,3
522790,RB-4900,RT,23
522796,MG-1000,RE,-6
522800,RB-4900,LT,2
522802,RB-4900,LE,65
522810,LM-1150,LT,3
522811,LM-1150,LE,1
522817,DM-1600,LG,0
522822,RB-4900,MD,7
522823,RB-4900,MD,-2
522825,RB-4900,RG,3
522837,RB-4900,MD,4
522838,RB-4900,MD,15
522839,RB-4900,MD,5
522840,RB-4900,MD,4
522842,RB-4900,MD,6
522843,RB-4900,LG,1
522844,LM-1150,LT,15
522852,CP-0500,MD,-5
522854,LM-1150,LG,3
522855,LM-1150,MD,-1
522856,LM-1150,LT,19
522857,JL-0260,RG,3
522858,JL-0260,RG,3
522859,JL-0260,RG,2
522860,JL-0260,MD,4
522863,IR-0100,LE,-7
522864,AB-3500,RE,9
522865,IR-0100,RG,1
522869,IR-0100,MD,-3
522873,SG-1300,LG,5
522874,SG-1300,LE,1
522880,SG-1300,RG,-3
522886,IR-0100,LT,13
522887,IR-0100,MD,2
522890,IR-0100,RT,-1
522892,CR-0250,LG,-1
522895,SG-1300,RT,6
522896,SG-1300,LG,1
522898,SG-1300,MD,4
522901,SG-1300,MD,9
522902,BP-1200,RG,2
522903,BP-1200,LT,4
522904,BP-1200,LG,10
522906,BP-1200,MD,5
522910,JD-3400,MD,2
522915,BP-1200,MD,0
522920,JD-3400,RT,1
522923,JD-3400,RG,4
522925,JD-3400,RG,6
522926,JD-3400,RG,1
522931,BP-1200,RG,2
522932,BP-1200,MD,2
522935,SG-1300,RG,2
522936,SG-1300,MD,2
522938,SG-1300,MD,2
522942,JD-3400,RG,2
522945,JD-3400,LT,-6
522949,TT-0700,LG,22
522950,JM-3600,RE,12
522951,SG-1300,RT,-6
522956,JD-3400,RG,0
522959,CR-0250,MD,4
522965,BP-1200,RG,5
522975,BP-1200,MD,3
522979,IR-0100,MD,3
522981,IR-0100,LG,10
522982,IR-0100,MD,-2
522989,IR-0100,LT,6
522990,IR-0100,RT,1
522992,JD-3400,LT,4
522993,JD-3400,RE,7
522994,IR-0100,RT,2
523001,JD-3400,MD,3
523002,JD-3400,MD,4
523003,BB-1300,RG,1
523013,KS-1700,LT,1
523014,NB-0800,RE,3
523018,MM-0700,RE,29
523023,KS-1700,MD,1
523024,KS-1700,MD,3
523030,NB-0800,RE,2
523034,JB-2700,MD,2
523039,FG-0200,MD,14
523040,FG-0200,MD,4
523041,FG-0200,LE,5
523042,FG-0200,LG,0
523045,JB-2700,MD,4
523047,FG-0200,MD,3
523048,FG-0200,MD,3
523051,FG-0200,MD,4
523053,FG-0200,LG,1
523056,JB-2700,LG,3
523058,JB-2700,LE,1
523067,FG-0200,MD,12
523070,KS-1700,LG,6
523071,KS-1700,LG,5
523073,KS-1700,LE,2
523074,KS-1700,RG,2
523076,KS-1700,MD,3
523078,KS-1700,RG,7
523083,FG-0200,MD,16
523085,KH-2900,LT,0
523091,KS-1700,RG,1
523092,MS-4100,NL,-1
523095,FG-0200,LT,2
523097,FG-0200,MD,11
523099,KH-2900,LE,13
523105,KS-1700,LT,4
523108,KS-1700,RT,0
523109,KS-1700,RT,9
523110,JB-2700,MD,4
523112,JB-2700,LE,0
523117,KH-2900,LE,3
523118,FG-0200,LT,6
523121,FG-0200,RT,12
523127,KS-1700,RT,4
523129,KS-1700,MD,3
523131,MS-4100,MD,11
523132,KS-1700,LG,2
523138,FG-0200,LE,-1
523141,FG-0200,LT,-4
523145,KH-2900,LG,0
523146,AS-1600,RE,20
523147,FG-0200,MD,1
523149,KH-2900,LE,7
523166,AS-1600,NL,-1
523167,AS-1600,NL,-1
523168,AS-1600,NL,-1
523171,WM-0300,RT,-2
523173,MT-2400,LG,0
523174,MT-2400,LT,0
523175,MT-2400,MD,1
523180,PM-0200,LG,-1
523190,WM-0300,RT,0
523194,WM-0300,RE,15
523197,JJ-4700,LE,1
523201,WM-0300,RE,31
523202,KM-2900,LE,-2
523206,MT-2400,LG,2
523207,MT-2400,LE,5
523210,WM-0300,LE,2
523211,WM-0300,RG,10
523212,KM-2900,RE,4
523213,MT-2400,LT,3
523215,MR-2500,LG,7
523222,JR-2800,RE,1
523224,JR-2800,RT,0
523228,WM-0300,RG,4
523229,WM-0300,LT,0
523231,MT-2400,RE,3
523236,MT-2400,LE,1
523244,WM-0300,MD,7
523249,WM-0300,LG,6
523250,WM-0300,RE,4
523254,LB-0100,RT,4
523261,MT-2400,RE,-2
523265,MT-2400,RG,1
523276,MR-2500,RE,4
523277,MT-2400,RT,2
523281,WM-0300,RE,4
523284,WM-0300,RT,0
523286,JR-2800,LG,2
523292,JS-4800,LE,2
523293,MR-2500,MD,7
523295,WM-0300,MD,3
523299,WM-0300,RG,7
523305,WM-0300,RG,5
523306,WM-0300,RT,6
523308,WM-0300,RG,3
523309,WM-0300,LT,2
523312,MT-2400,RG,1
523313,MR-2500,RT,4
523316,KM-2900,RT,0
523322,MT-2400,LG,3
523329,WM-0300,LG,3
523332,WM-0300,LG,1
523334,WM-0300,RG,2
523337,MT-2400,LG,4
523338,MT-2400,LT,1
523340,MT-2400,LE,2
523341,MT-2400,RE,15
523342,MR-2500,NL,-1
523343,MR-2500,NL,-1
523347,AB-3400,LE,7
523349,AB-3400,RT,31
523350,AB-3400,LG,0
523355,DW-3600,LG,5
523359,CN-0500,LE,0
523360,DW-3600,MD,0
523361,CN-0500,LE,0
523363,AB-3400,RG,16
523365,AB-3400,MD,3
523374,DW-3600,LE,16
523375,DW-3600,LE,5
523376,CN-0500,MD,0
523379,AB-3400,LT,1
523380,AB-3400,MD,19
523383,AB-3400,LG,2
523385,AB-3400,LT,7
523386,AB-3400,MD,1
523387,AB-3400,LG,1
523393,DW-3600,LG,7
523394,DW-3600,MD,0
523398,AB-3400,LG,3
523403,AB-3400,MD,5
523405,DW-4050,MD,-2
523413,MT-1300,RG,1
523418,EM-0200,RE,1
523422,MT-1300,RG,3
523424,AB-3400,LG,3
523425,AB-3400,RT,0
523426,EM-0200,RG,4
523431,DW-3600,MD,2
523433,MT-1300,LT,0
523436,DW-3600,LG,2
523437,CN-0500,MD,2
523439,DW-3600,LG,8
523440,CN-0500,MD,0
523441,CN-0500,MD,1
523446,AB-3400,MD,2
523448,AB-3400,LT,3
523456,DW-3600,LE,-2
523461,AB-3400,LT,7
523463,AB-3400,LE,1
523468,AB-3400,LG,1
523472,CN-0500,RE,3
523482,DS-0900,RG,-1
523485,DS-0900,RT,4
523486,DS-0900,LG,5
523487,DS-0900,LG,2
523489,DS-0900,LG,-1
523490,DS-0900,LT,0
523498,MB-5200,RT,12
523501,MB-5200,LT,3
523504,MB-5200,RT,2
523514,SB-1100,RE,4
523515,SJ-0200,LG,4
523517,SJ-0200,LE,2
523518,SJ-0200,LE,-2
523528,MB-5200,LG,13
523529,DH-2700,LE,8
523530,MB-5200,RG,1
523531,MB-5200,LG,0
523532,MB-5200,RT,2
523533,KB-0800,LE,0
523539,MB-5200,LE,1
523540,MB-5200,LT,12
523541,MB-5200,LG,-4
523545,DR-1450,LE,12
523546,DR-1450,RT,1
523552,KB-0800,LT,0
523555,KB-0800,LT,18
523556,MB-5200,LG,2
523560,MB-5200,RG,-2
523562,MB-5200,RE,4
523564,MB-5200,RE,3
523570,SB-1100,RE,10
523572,SJ-0200,RG,3
523579,AA-0900,RG,2
523583,SJ-0200,LG,3
523589,MB-5200,RG,2
523592,SJ-0200,LT,3
523593,SJ-0200,RT,-1
523595,SJ-0200,LE,13
523596,SJ-0200,RE,2
523603,MB-5200,RG,1
523604,MB-5200,LE,1
523610,DR-1450,RT,4
523611,SJ-0200,LE,3
523612,DR-1450,LE,-1
523617,KB-0800,RG,0
523622,KB-0800,RT,1
523623,JC-6200,RG,21
523624,MB-5200,LG,2
523637,SJ-0200,LT,-1
523640,KB-0800,RG,2
523641,KB-0800,LT,-1
523648,KB-0800,RG,-4
523649,KB-0800,RT,2
523650,KB-0800,LT,2
523655,JC-6200,NL,-1
523656,JC-6200,NL,-1
523657,JC-6200,NL,-1
523660,TR-0350,MD,-2
523663,CS-3400,RG,1
523669,CS-3400,LT,2
523674,TR-0350,LG,-2
523678,CS-3400,LG,8
523679,CS-3400,RG,5
523680,BS-2400,MD,4
523684,TR-0350,RG,3
523686,TR-0350,RG,0
523689,TC-1300,RG,4
523692,BS-2400,RG,2
523694,TC-1300,RT,-1
523695,TC-1300,LG,10
523696,TC-1300,RG,3
523698,RF-0500,RE,5
523702,TR-0350,LG,0
523703,TR-0350,RG,2
523706,TC-1300,LG,1
523708,TC-1300,LG,2
523714,TR-0350,RT,3
523723,TR-0350,RG,6
523733,TC-1300,LG,11
523736,CO-0300,RG,6
523740,RF-0500,NL,-1
523742,TC-1300,LG,5
523744,TC-1300,LT,9
523745,TC-1300,RG,8
523746,JW-2600,LT,9
523748,TC-1300,RG,1
523753,TR-0350,LT,3
523756,TR-0350,RT,4
523767,TR-0350,RT,5
523781,TC-1300,LT,1
523786,TR-0350,RG,5
523791,TC-1300,LG,22
523793,JW-2600,RG,6
523795,TC-1300,RG,2
523799,TC-1300,MD,2
523811,TC-1300,RG,3
523812,TC-1300,RG,3
523813,TC-1300,RT,3
523817,TC-1300,RT,-2
523818,TC-1300,RG,4
523819,RF-0500,MD,7
523824,RF-0500,NL,-1
523825,RF-0500,NL,-1
523826,RF-0500,NL,-1
523828,MJ-2500,MD,6
523829,MJ-2500,RE,-1
523832,MJ-2500,RE,9
523834,BG-0100,RE,9
523835,BG-0100,MD,2
523836,MJ-2500,MD,6
523837,MJ-2500,MD,8
523838,CS-1500,LE,-4
523847,DB-4800,RG,2
523848,VB-0050,LT,4
523854,MJ-2500,MD,2
523857,DB-4800,LT,3
523859,MM-4800,MD,-3
523861,MJ-2500,LE,9
523862,MJ-2500,MD,3
523870,AL-1100,RE,19
523871,VB-0050,RT,0
523873,AL-1100,LE,13
523875,VB-0050,MD,-1
523878,MJ-2500,MD,0
523879,MJ-2500,MD,19
523880,MJ-2500,RE,1
523885,DB-4800,MD,9
523886,DB-4800,MD,-2
523888,DB-4800,MD,4
523893,MM-4800,LT,3
523902,MJ-2500,MD,8
523905,DB-4800,MD,0
523910,MJ-2500,MD,59
523913,DB-4800,LE,8
523914,DB-4800,RT,0
523921,MJ-2500,LT,3
523924,VB-0050,LT,5
523925,VB-0050,MD,4
523928,MJ-2500,MD,5
523929,MJ-2500,MD,4
523930,GJ-1100,MD,1
523932,MJ-2500,MD,3
523937,DB-4800,LT,4
523942,MJ-2500,LG,6
523946,MJ-2500,MD,8
523947,MJ-2500,MD,5
523948,MJ-2500,MD,6
523950,MJ-2500,LT,3
523952,MJ-2500,RE,1
523957,DB-4800,LE,4
523959,DB-4800,LE,6
523961,AL-1100,RE,8
523962,DB-4800,RE,9
523963,DB-4800,MD,1
523964,AL-1100,LE,10
523965,DB-4800,LE,3
523966,DB-4800,LE,2
523970,MJ-2500,MD,3
523971,MJ-2500,MD,0
523981,MJ-2500,RT,4
523982,MJ-2500,MD,-3
523983,MJ-2500,MD,0
523986,DB-4800,LT,1
523987,DB-4800,MD,1
523988,DB-4800,MD,7
524005,DM-0450,MD,2
524009,DM-0450,MD,4
524010,DM-0450,MD,0
524011,DM-0450,LT,2
524015,DM-4300,MD,4
524016,DM-4300,LE,3
524018,DM-4300,MD,-3
524022,DM-4300,LT,3
524023,DM-4300,LT,-1
524028,DM-0450,MD,1
524031,DM-4300,RT,-2
524034,DM-4300,LE,11
524039,JF-3100,MD,1
524040,DM-0450,LT,17
524042,DM-0450,RG,0
524045,DM-4300,LG,-1
524051,DM-0450,RT,6
524052,DM-0450,MD,-1
524060,DM-4300,LE,-1
524063,TR-0800,MD,9
524064,DM-4300,RG,-1
524071,LB-0500,LE,11
524072,LB-0500,LG,4
524085,DM-0450,RT,2
524089,DM-4300,RG,4
524093,DM-4300,RT,1
524097,DM-0450,MD,3
524100,DM-0450,RG,5
524101,DM-0450,LT,3
524102,DW-1000,LG,2
524103,DM-0450,MD,1
524105,LB-0500,RG,4
524106,LB-0500,LG,0
524111,DM-4300,RE,7
524112,FJ-0300,RT,-1
524118,DM-4300,MD,1
524130,DM-0450,MD,3
524135,DM-4300,MD,-2
524136,DM-4300,MD,2
524139,DM-0450,RT,4
524140,DM-0450,LT,2
524146,DM-4300,RE,11
524147,DM-4300,MD,2
524150,DM-0450,MD,1
524152,DM-0450,RE,-2
524162,TR-0800,NL,-1
