UID,GID,PLAYER,PA,PC,PY,INT,RA,SRA,RY,TRG,REC,RECY,FUML,PENY
1,3189,AB-2600,0,0,0,0,4,2,11,0,0,0,0,0
2,3189,EM-0200,3,2,14,0,0,0,0,0,0,0,0,0
3,3189,VC-0300,0,0,0,0,0,0,0,2,1,5,0,0
4,3189,TR-0800,3,2,15,0,1,1,9,0,0,0,0,0
5,3189,KO-0300,0,0,0,0,0,0,0,3,2,15,0,0
6,3189,DM-4300,0,0,0,0,1,1,4,0,0,0,0,0
7,3189,MB-1800,0,0,0,0,0,0,0,1,1,9,0,0
8,3190,JC-6200,4,2,11,0,0,0,0,0,0,0,0,0
9,3190,AJ-0430,0,0,0,0,0,0,0,1,0,0,0,0
10,3190,MF-1300,0,0,0,0,3,3,27,1,1,8,0,0
11,3190,MB-5200,0,0,0,0,3,2,2,0,0,0,0,0
12,3190,BM-0300,0,0,0,0,0,0,0,2,1,3,0,0
13,3190,DB-4800,0,0,0,0,2,2,25,0,0,0,0,0
14,3190,AL-1100,7,3,18,1,0,0,0,0,0,0,0,0
15,3190,DA-2100,0,0,0,0,0,0,0,3,2,11,0,0
16,3190,DH-2700,0,0,0,0,1,0,-4,0,0,0,0,0
17,3190,RW-1100,0,0,0,0,0,0,0,4,1,7,0,0
18,3191,BW-0850,4,1,6,1,0,0,0,0,0,0,0,0
19,3191,TR-0350,0,0,0,0,2,1,2,1,0,0,0,0
20,3191,GL-0400,0,0,0,0,0,0,0,1,0,0,0,0
21,3191,MV-0300,5,3,39,0,0,0,0,0,0,0,0,0
22,3191,JM-0200,0,0,0,0,0,0,0,3,1,18,0,0
23,3191,BW-0700,0,0,0,0,0,0,0,1,1,6,0,0
24,3191,JC-0400,0,0,0,0,0,0,0,1,0,0,0,0
25,3191,BC-0700,0,0,0,0,0,0,0,1,1,17,0,0
26,3191,BB-3350,0,0,0,0,1,0,-1,0,0,0,0,0
27,3191,CH-1200,0,0,0,0,0,0,0,1,1,4,0,0
28,3192,MT-2400,0,0,0,0,5,1,17,0,0,0,0,0
29,3192,MR-2500,9,6,48,0,1,1,5,0,0,0,0,5
30,3192,MP-0100,0,0,0,0,0,0,0,1,1,6,0,0
31,3192,JJ-4700,0,0,0,0,0,0,0,3,2,22,0,0
32,3192,JC-2300,0,0,0,0,2,2,11,0,0,0,0,0
33,3192,PH-0500,0,0,0,0,1,0,3,0,0,0,0,0
34,3192,MC-0700,3,2,11,0,1,1,5,0,0,0,0,0
35,3192,RW-2200,0,0,0,0,0,0,0,3,1,7,0,0
36,3192,TG-1300,0,0,0,0,0,0,0,1,1,7,0,0
37,3192,HD-0300,0,0,0,0,0,0,0,1,1,6,0,0
38,3192,SD-0800,0,0,0,0,1,1,4,1,1,3,0,0
39,3192,DM-1200,0,0,0,0,0,0,0,1,0,0,0,0
40,3192,TM-3000,0,0,0,0,0,0,0,1,1,8,0,0
41,3193,TT-0700,0,0,0,0,3,1,5,0,0,0,0,5
42,3193,MS-0100,4,3,33,0,0,0,0,0,0,0,0,5
43,3193,JK-1000,0,0,0,0,0,0,0,2,2,17,0,0
44,3193,SG-1300,0,0,0,0,6,4,28,0,0,0,0,0
45,3193,SH-1150,0,0,0,0,0,0,0,1,1,17,0,0
46,3193,TC-1300,0,0,0,0,2,1,1,0,0,0,0,0
47,3193,RF-0500,2,2,11,0,0,0,0,0,0,0,0,0
48,3193,SC-0400,0,0,0,0,0,0,0,1,1,5,0,0
49,3193,CS-3400,0,0,0,0,1,0,3,0,0,0,0,0
50,3193,DJ-2700,0,0,0,0,0,0,0,1,1,6,0,0
51,3194,MS-4100,8,4,32,2,0,0,0,0,0,0,0,0
52,3194,BP-0600,0,0,0,0,0,0,0,2,0,0,0,0
53,3194,WH-0500,0,0,0,0,0,0,0,1,1,14,0,0
54,3194,TS-0700,0,0,0,0,0,0,0,2,1,4,0,0
55,3194,KW-1200,0,0,0,0,1,0,2,0,0,0,0,0
56,3194,CJ-1100,0,0,0,0,0,0,0,1,1,10,0,0
57,3194,KS-1700,0,0,0,0,2,1,5,1,1,5,0,0
58,3194,JB-2700,0,0,0,0,1,1,1,0,0,0,0,0
59,3194,SJ-0200,0,0,0,0,1,0,1,1,1,4,0,0
60,3194,SB-1100,1,1,4,0,0,0,0,0,0,0,0,0
61,3195,RG-1850,4,2,6,0,1,1,7,0,0,0,0,0
62,3195,DB-3800,9,4,44,0,0,0,0,0,0,0,0,0
63,3195,JG-2900,0,0,0,0,0,0,0,3,1,20,0,0
64,3195,AM-2850,0,0,0,0,4,4,10,0,0,0,0,0
65,3195,SM-3600,0,0,0,0,0,0,0,1,0,0,0,0
66,3195,RH-1600,0,0,0,0,0,0,0,1,1,1,0,0
67,3195,AR-1200,0,0,0,0,0,0,0,1,1,5,0,0
68,3195,FD-0200,0,0,0,0,0,0,0,1,0,0,0,0
69,3195,DT-0800,0,0,0,0,0,0,0,1,1,5,0,0
70,3195,DS-3300,0,0,0,0,1,1,0,4,2,19,0,0
71,3195,MC-2400,0,0,0,0,0,0,0,1,0,0,0,0
72,3196,RT-0150,9,4,14,0,0,0,0,0,0,0,0,0
73,3196,DB-1800,0,0,0,0,0,0,0,2,1,6,0,0
74,3196,RB-4900,0,0,0,0,1,0,-7,1,1,2,0,0
75,3196,OD-0100,0,0,0,0,0,0,0,1,0,0,0,5
76,3196,MS-0200,3,1,14,0,0,0,0,0,0,0,0,0
77,3196,JC-1600,0,0,0,0,0,0,0,1,0,0,0,0
78,3196,AF-0900,0,0,0,0,7,3,16,0,0,0,0,0
79,3196,AJ-0900,0,0,0,0,0,0,0,1,1,14,0,0
80,3196,BH-0800,0,0,0,0,0,0,0,2,0,0,0,0
81,3196,AF-0200,0,0,0,0,0,0,0,3,1,3,0,0
82,3196,AA-1600,0,0,0,0,0,0,0,1,1,3,0,0
83,3197,JL-2300,2,1,1,0,0,0,0,0,0,0,0,0
84,3197,DW-3100,0,0,0,0,0,0,0,2,1,1,0,0
85,3197,CJ-1700,0,0,0,0,2,0,-3,0,0,0,0,0
86,3197,TB-2300,3,2,7,0,0,0,0,0,0,0,0,0
87,3197,WW-0200,0,0,0,0,0,0,0,1,1,5,0,0
88,3197,DW-4300,0,0,0,0,1,0,1,0,0,0,0,0
89,3197,SR-0700,0,0,0,0,6,4,31,0,0,0,0,0
90,3197,RG-2200,0,0,0,0,0,0,0,1,1,2,0,0
91,3197,MH-1600,4,2,12,0,0,0,0,0,0,0,0,0
92,3197,CS-3900,0,0,0,0,0,0,0,1,1,5,0,0
93,3197,KW-2550,0,0,0,0,0,0,0,1,1,7,0,0
94,3197,LH-1100,0,0,0,0,0,0,0,1,0,0,0,0
95,3197,JC-4300,0,0,0,0,0,0,0,1,0,0,0,0
96,3197,AH-2800,0,0,0,0,0,0,0,1,0,0,0,0
97,3197,BB-2250,0,0,0,0,4,1,2,0,0,0,0,0
98,3198,RJ-0800,0,0,0,0,3,2,14,0,0,0,0,0
99,3198,BG-0100,4,2,1,0,1,1,4,0,0,0,0,0
100,3198,JB-3650,0,0,0,0,0,0,0,2,1,0,0,0
101,3198,MJ-2500,0,0,0,0,2,2,15,1,0,0,0,0
102,3198,ML-1500,0,0,0,0,0,0,0,1,1,1,0,0
103,3198,CP-2000,4,2,16,0,0,0,0,0,0,0,0,0
104,3198,MJ-0800,0,0,0,0,0,0,0,1,1,14,0,0
105,3198,AP-0700,0,0,0,0,4,4,11,0,0,0,0,0
106,3198,PH-0400,0,0,0,0,2,1,6,1,0,0,0,0
107,3198,MA-1150,0,0,0,0,0,0,0,1,1,2,0,0
108,3198,JC-0700,0,0,0,0,0,0,0,1,0,0,0,0
109,3199,DM-0450,0,0,0,0,6,2,13,0,0,0,0,0
110,3199,JF-3100,4,3,20,0,0,0,0,0,0,0,0,0
111,3199,MW-2800,0,0,0,0,0,0,0,1,1,6,0,0
112,3199,VJ-0100,0,0,0,0,0,0,0,2,1,15,0,0
113,3199,EL-0600,0,0,0,0,0,0,0,1,1,-1,0,0
114,3199,CN-0500,3,2,11,0,2,1,4,0,0,0,0,0
115,3199,SS-2100,0,0,0,0,0,0,0,2,2,11,0,0
116,3199,LM-1800,0,0,0,0,0,0,0,1,0,0,0,0
117,3200,RW-3850,10,2,11,0,1,0,4,0,0,0,0,12
118,3200,SR-0500,0,0,0,0,0,0,0,4,1,10,0,0
119,3200,RT-1950,0,0,0,0,1,0,4,0,0,0,0,0
120,3200,RW-3400,0,0,0,0,3,0,0,2,1,12,0,0
121,3200,JS-3700,8,2,25,0,0,0,0,0,0,0,0,0
122,3200,LF-0200,0,0,0,0,0,0,0,2,0,0,0,0
123,3200,CW-1400,0,0,0,0,2,1,2,0,0,0,0,0
124,3200,TH-1100,0,0,0,0,0,0,0,3,2,21,0,0
125,3200,JK-1200,0,0,0,0,0,0,0,1,0,0,0,0
126,3200,LS-1700,0,0,0,0,1,1,1,1,1,4,0,0
127,3200,AR-1100,0,0,0,0,0,0,0,2,1,6,0,0
128,3200,ML-2500,0,0,0,0,3,1,10,0,0,0,0,0
129,3200,DB-0500,0,0,0,0,0,0,0,2,1,1,0,0
130,3200,BE-0200,0,0,0,0,0,0,0,3,0,0,0,0
131,3200,KK-1200,3,3,18,0,0,0,0,0,0,0,0,0
