UID,GID,PLAYER,PA,PC,PY,INT,TDP,RA,SRA,RY,TDR,TRG,REC,RECY,TDRE,FUML,PENY,FPTS,GAME,SEAS,YEAR,TEAM
749,3226,MS-0100,45,21,306,2,1,1,0,4,0,0,0,0,0,0,0,12.6,3,4,2012,NYJ
750,3226,SH-1150,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,2012,NYJ
751,3226,SG-1300,0,0,0,0,0,19,5,40,0,2,2,9,0,0,0,4.9,3,4,2012,NYJ
752,3226,EG-0100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2012,NYJ
753,3226,RT-0150,36,16,196,1,0,3,2,3,0,0,0,0,0,0,3,5.8,3,1,2012,MIA
754,3226,AF-0200,0,0,0,0,0,0,0,0,0,10,5,47,0,0,0,4.7,3,7,2012,MIA
755,3226,RB-4900,0,0,0,0,0,10,8,61,0,1,1,1,0,0,0,6.2,3,7,2012,MIA
756,3226,JL-0260,0,0,0,0,0,2,2,4,1,1,1,1,0,0,0,6.5,3,1,2012,MIA
757,3226,DT-0600,0,0,0,0,0,19,9,69,1,2,1,11,0,1,0,12,2,2,2012,MIA
758,3226,KR-0430,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,1.2,2,2,2012,NYJ
759,3226,JK-1000,0,0,0,0,0,0,0,0,0,3,2,73,1,0,0,13.3,3,2,2012,NYJ
760,3226,DB-1800,0,0,0,0,0,0,0,0,0,7,5,86,0,0,0,8.6,3,5,2012,MIA
761,3226,AA-1600,0,0,0,0,0,0,0,0,0,6,2,9,0,0,0,0.9,2,3,2012,MIA
762,3226,BP-1200,0,0,0,0,0,10,8,45,0,5,2,24,0,0,0,6.9,3,2,2012,NYJ
763,3226,BH-0800,0,0,0,0,0,0,0,0,0,9,1,41,0,0,10,3.1,3,4,2012,MIA
764,3226,SH-1300,0,0,0,0,0,0,0,0,0,14,9,147,0,0,10,13.7,3,7,2012,NYJ
765,3226,TT-0700,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,3,2012,NYJ
766,3226,JC-5900,0,0,0,0,0,0,0,0,0,6,2,25,0,0,0,2.5,3,3,2012,NYJ
767,3226,LM-1150,0,0,0,0,0,9,6,48,0,0,0,0,0,0,0,4.8,2,1,2012,MIA
768,3226,JM-3600,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-0.1,3,3,2012,NYJ
769,3226,CS-0600,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,1.6,2,5,2012,NYJ
770,3227,MS-0150,1,1,73,0,1,0,0,0,0,0,0,0,0,0,0,6.9,1,1,2012,CIN
771,3227,AG-1500,0,0,0,0,0,1,1,11,0,11,9,183,1,0,0,25.4,3,2,2012,CIN
772,3227,AM-2850,0,0,0,0,0,17,9,78,1,1,0,0,0,0,0,13.8,3,1,2012,WAS
773,3227,RG-1850,35,21,210,0,1,11,9,85,1,0,0,0,0,1,0,24.9,3,1,2012,WAS
774,3227,FD-0200,0,0,0,0,0,0,0,0,0,7,7,90,0,0,5,8.5,3,5,2012,WAS
775,3227,BG-1800,0,0,0,0,0,17,4,38,1,1,0,0,0,1,0,7.8,3,5,2012,CIN
776,3227,AD-0100,27,19,328,1,3,2,1,16,0,0,0,0,0,0,5,24.2,3,2,2012,CIN
777,3227,JG-3700,0,0,0,0,0,0,0,0,0,7,5,64,1,0,5,11.9,3,3,2012,CIN
778,3227,LH-0600,0,0,0,0,0,0,0,0,0,7,4,56,0,0,0,5.6,2,2,2012,WAS
779,3227,BS-1400,0,0,0,0,0,3,0,-5,0,0,0,0,0,0,0,-0.5,1,4,2012,CIN
780,3227,AH-1900,0,0,0,0,0,2,2,16,0,4,2,66,1,0,0,14.2,3,2,2012,CIN
781,3227,AB-1700,0,0,0,0,0,0,0,0,0,3,3,63,1,0,0,12.3,3,2,2012,CIN
782,3227,JM-6300,0,0,0,0,0,0,0,0,0,3,2,22,0,0,0,2.2,3,5,2012,WAS
783,3227,ER-0600,0,0,0,0,0,2,2,21,0,4,2,13,0,0,0,3.4,3,2,2012,WAS
784,3227,BL-0900,0,0,0,0,0,2,2,18,0,1,0,0,0,0,0,1.8,2,6,2012,CIN
785,3227,KH-2600,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-0.1,1,4,2012,CIN
786,3227,LP-0200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2012,WAS
787,3227,SM-3600,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,6.3,3,12,2012,WAS
788,3227,BB-0600,0,0,0,0,0,4,2,28,0,1,1,5,0,0,0,3.3,2,3,2012,WAS
789,3227,AR-1200,0,0,0,0,0,0,0,0,0,3,1,12,0,0,0,1.2,3,2,2012,WAS
790,3227,OC-0150,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,2.5,1,1,2012,CIN
791,3227,RH-1600,0,0,0,0,0,0,0,0,0,3,3,20,0,0,0,2,3,2,2012,WAS
792,3228,PT-0400,0,0,0,0,0,6,1,11,0,6,4,55,0,0,0,6.6,3,6,2012,NO
793,3228,DB-3800,36,20,240,1,3,1,0,-1,0,0,0,0,0,0,0,19.5,3,12,2012,NO
794,3228,MC-2400,0,0,0,0,0,0,0,0,0,4,3,40,0,0,0,4,3,7,2012,NO
795,3228,DS-3300,0,0,0,0,0,7,3,62,0,3,0,0,0,0,0,6.2,3,8,2012,NO
796,3228,LM-1500,0,0,0,0,0,0,0,0,0,7,4,70,1,0,0,13,3,7,2012,NO
797,3228,JC-2300,0,0,0,0,0,33,14,233,1,8,6,55,0,0,0,34.8,3,5,2012,KC
798,3228,PH-0500,0,0,0,0,0,3,0,11,0,1,0,0,0,0,0,1.1,3,5,2012,KC
799,3228,MC-0700,44,26,247,1,0,1,1,2,0,0,0,0,0,1,0,6.1,3,8,2012,KC
800,3228,DB-3200,0,0,0,0,0,0,0,0,0,16,7,79,0,0,0,7.9,3,6,2012,KC
801,3228,DM-1200,0,0,0,0,0,1,1,5,0,4,3,28,0,1,0,1.3,3,3,2012,KC
802,3228,TM-3000,0,0,0,0,0,0,0,0,0,3,2,12,0,0,0,1.2,3,3,2012,KC
803,3228,JB-0900,0,0,0,0,0,0,0,0,0,4,3,36,0,0,0,3.6,2,2,2012,KC
804,3228,MI-0100,0,0,0,0,0,5,2,11,0,0,0,0,0,0,0,1.1,3,2,2012,NO
805,3228,DH-2400,0,0,0,0,0,0,0,0,0,7,4,53,0,0,0,5.3,2,9,2012,NO
806,3228,JG-2900,0,0,0,0,0,0,0,0,0,8,4,16,1,0,0,7.6,3,3,2012,NO
807,3228,SD-0800,0,0,0,0,0,7,3,22,0,3,3,26,0,0,0,4.8,3,2,2012,KC
808,3228,CR-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,2,8,2012,NO
809,3228,SM-0400,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,1,2,2012,KC
810,3228,SB-1400,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0.2,3,6,2012,KC
811,3228,JC-3700,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,6.6,2,2,2012,NO
812,3228,DG-2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.5,1,11,2012,NO
813,3229,MS-4100,43,34,278,0,1,2,2,12,0,0,0,0,0,0,0,16.3,3,4,2012,DET
814,3229,BP-0600,0,0,0,0,0,0,0,0,0,12,8,61,0,1,10,3.1,3,4,2012,DET
815,3229,ML-1300,0,0,0,0,0,26,16,100,1,4,4,34,0,0,0,19.4,1,2,2012,DET
816,3229,NB-0800,0,0,0,0,0,2,1,7,0,13,11,69,1,0,0,13.6,3,10,2012,DET
817,3229,CJ-1100,0,0,0,0,0,0,0,0,0,12,10,164,1,0,0,22.4,3,6,2012,DET
818,3229,JL-2300,42,29,378,0,2,4,1,33,0,0,0,0,0,1,5,23.9,3,2,2012,TEN
819,3229,KB-1900,0,0,0,0,0,0,0,0,0,11,6,55,0,0,0,5.5,2,4,2012,TEN
820,3229,KW-2550,0,0,0,0,0,0,0,0,0,11,7,41,0,1,0,2.1,3,1,2012,TEN
821,3229,JC-4300,0,0,0,0,0,0,0,0,0,4,4,77,1,0,0,13.7,3,4,2012,TEN
822,3229,TY-0300,0,0,0,0,0,0,0,0,0,7,6,75,1,0,0,13.5,3,2,2012,DET
823,3229,NW-0100,0,0,0,0,0,0,0,0,0,3,3,112,1,0,0,17.2,3,8,2012,TEN
824,3229,CJ-1700,0,0,0,0,0,14,5,24,0,2,1,5,0,0,0,2.9,3,5,2012,TEN
825,3229,CS-3900,0,0,0,0,0,0,0,0,0,7,5,63,0,0,5,5.8,3,5,2012,TEN
826,3229,DR-1200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,2012,TEN
827,3229,SL-0900,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0.3,2,4,2012,DET
828,3229,QJ-0200,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0.5,2,4,2012,TEN
829,3229,JB-2700,0,0,0,0,0,5,4,23,0,5,4,44,0,0,0,6.7,3,3,2012,DET
830,3229,WH-0500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,2012,DET
831,3229,SH-1100,13,10,171,0,2,1,0,-1,0,0,0,0,0,0,0,14.7,1,8,2012,DET
832,3229,DW-3100,0,0,0,0,0,0,0,0,0,3,2,20,0,0,0,2,3,3,2012,TEN
833,3230,AP-0700,0,0,0,0,0,25,13,86,0,4,2,21,0,0,0,10.7,3,6,2012,MIN
834,3230,CP-2000,35,21,198,0,2,7,3,35,1,0,0,0,0,0,0,25.4,3,2,2012,MIN
835,3230,PH-0400,0,0,0,0,0,1,1,9,0,11,9,89,0,0,0,9.8,3,4,2012,MIN
836,3230,KR-1200,0,0,0,0,0,0,0,0,0,6,5,36,2,0,0,15.6,3,2,2012,MIN
837,3230,TG-0600,0,0,0,0,0,8,2,18,0,4,2,20,0,2,0,-0.2,3,3,2012,MIN
838,3230,SB-2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2012,MIN
839,3230,AS-1600,35,24,204,1,1,4,3,26,0,0,0,0,0,1,5,10.3,3,8,2012,SF
840,3230,MC-2900,0,0,0,0,0,0,0,0,0,8,6,40,0,0,0,4,3,4,2012,SF
841,3230,DW-0500,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0.1,3,7,2012,SF
842,3230,VD-0100,0,0,0,0,0,0,0,0,0,8,5,53,1,0,0,11.3,3,7,2012,SF
843,3230,FG-0200,0,0,0,0,0,12,7,63,0,2,1,9,0,1,0,5.2,3,8,2012,SF
844,3230,RM-5000,0,0,0,0,0,0,0,0,0,6,3,27,0,0,0,2.7,3,15,2012,SF
845,3230,MJ-0800,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0.8,3,9,2012,MIN
846,3230,MM-0700,0,0,0,0,0,0,0,0,0,5,5,56,0,0,0,5.6,3,5,2012,SF
847,3230,KH-2900,0,0,0,0,0,4,0,0,0,1,1,2,0,0,0,0.2,3,2,2012,SF
848,3230,KW-1800,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,1.6,3,3,2012,SF
849,3230,DA-1700,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,2.4,3,6,2012,MIN
850,3230,AR-0600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2012,MIN
851,3230,JC-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2012,MIN
852,3231,MV-0300,37,17,217,0,0,4,1,28,0,0,0,0,0,2,20,5.5,3,12,2012,PHI
853,3231,DJ-0950,0,0,0,0,0,0,0,0,0,11,5,84,0,0,0,8.4,3,1,2012,PHI
854,3231,KK-1200,24,17,222,0,2,4,1,15,0,0,0,0,0,0,0,18.4,3,6,2012,ARI
855,3231,AR-1100,0,0,0,0,0,0,0,0,0,6,3,55,0,0,0,5.5,3,3,2012,ARI
856,3231,LF-0200,0,0,0,0,0,0,0,0,0,9,9,114,1,0,10,16.4,3,9,2012,ARI
857,3231,CW-1400,0,0,0,0,0,8,2,18,0,0,0,0,0,0,0,1.8,3,4,2012,ARI
858,3231,RW-3400,0,0,0,0,0,13,7,83,0,2,1,12,0,0,0,9.5,3,2,2012,ARI
859,3231,PP-0400,0,0,0,0,0,1,0,-4,0,0,0,0,0,0,0,-0.4,2,2,2012,ARI
860,3231,LM-1000,0,0,0,0,0,13,7,70,0,3,3,8,0,0,0,7.8,3,4,2012,PHI
861,3231,BB-3350,0,0,0,0,0,4,2,28,0,2,1,8,0,0,0,3.6,3,1,2012,PHI
862,3231,MG-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2012,PHI
863,3231,ED-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,2012,ARI
864,3231,MF-0950,0,0,0,0,0,0,0,0,0,2,1,8,1,0,0,6.8,2,1,2012,ARI
865,3231,BC-0700,0,0,0,0,0,0,0,0,0,6,2,36,0,0,0,3.6,3,6,2012,PHI
866,3231,RH-3000,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,1.8,2,2,2012,ARI
867,3231,AS-0900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1.5,3,2,2012,ARI
868,3231,DJ-0200,0,0,0,0,0,0,0,0,0,10,3,43,0,0,0,4.3,3,5,2012,PHI
869,3231,JK-1200,0,0,0,0,0,0,0,0,0,2,1,15,0,0,0,1.5,2,7,2012,ARI
870,3231,JA-2900,0,0,0,0,0,0,0,0,0,4,3,38,0,0,0,3.8,3,7,2012,PHI
871,3231,LS-1700,0,0,0,0,0,8,1,-14,0,0,0,0,0,0,0,-1.4,3,4,2012,ARI
872,3232,MR-2500,40,30,275,1,3,1,0,4,0,0,0,0,0,0,0,21.4,3,5,2012,ATL
873,3232,JJ-4700,0,0,0,0,0,0,0,0,0,7,5,67,1,0,0,12.7,3,2,2012,ATL
874,3232,TG-1300,0,0,0,0,0,0,0,0,0,12,9,91,1,0,0,15.1,3,16,2012,ATL
875,3232,MT-2400,0,0,0,0,0,14,8,80,1,2,2,1,0,0,0,14.1,3,9,2012,ATL
876,3232,MP-0100,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.1,2,3,2012,ATL
877,3232,JR-2800,0,0,0,0,0,10,3,32,0,5,5,35,1,0,0,12.7,3,2,2012,ATL
878,3232,RW-2200,0,0,0,0,0,0,0,0,0,8,5,55,0,0,10,4.5,3,8,2012,ATL
879,3232,MB-3000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2012,ATL
880,3232,RM-1200,0,0,0,0,0,10,6,44,0,8,5,32,0,1,0,5.6,1,3,2012,SD
881,3232,PR-0300,38,21,173,2,0,2,0,2,0,0,0,0,0,0,0,3.1,3,9,2012,SD
882,3232,RM-3500,0,0,0,0,0,0,0,0,0,7,4,43,0,0,0,4.3,3,5,2012,SD
883,3232,ER-0500,0,0,0,0,0,1,1,10,0,3,2,7,0,0,0,1.7,3,5,2012,SD
884,3232,JS-4800,0,0,0,0,0,1,1,3,0,1,1,12,0,0,5,1,3,6,2012,ATL
885,3232,MF-0800,0,0,0,0,0,0,0,0,0,9,3,52,0,0,2,5,3,9,2012,SD
886,3232,TG-0150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2012,ATL
887,3232,HD-0300,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,1.3,3,5,2012,ATL
888,3232,AG-0500,0,0,0,0,0,0,0,0,0,7,3,22,0,0,0,2.2,2,10,2012,SD
889,3232,RM-3100,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0.5,3,11,2012,SD
890,3232,JB-1700,0,0,0,0,0,3,1,55,0,0,0,0,0,0,0,5.5,2,6,2012,SD
891,3232,CB-3000,0,0,0,0,0,1,1,5,0,2,2,12,0,0,0,1.7,3,3,2012,SD
892,3232,DR-3200,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-2,3,6,2012,SD
893,3233,WM-0300,0,0,0,0,0,12,4,36,0,2,1,6,0,0,0,4.2,3,9,2012,DEN
894,3233,PM-0200,52,26,322,0,2,0,0,0,0,0,0,0,0,0,0,20.9,3,15,2012,DEN
895,3233,JT-0300,0,0,0,0,0,0,0,0,0,10,3,31,0,0,0,3.1,3,5,2012,DEN
896,3233,MS-0200,30,17,290,1,4,0,0,0,0,0,0,0,0,0,0,25.6,3,9,2012,HOU
897,3233,ED-0200,0,0,0,0,0,0,0,0,0,11,8,136,0,0,0,13.6,3,3,2012,DEN
898,3233,CG-3200,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1.1,1,3,2012,DEN
899,3233,DT-0900,0,0,0,0,0,0,0,0,0,11,3,30,0,0,0,3,3,3,2012,DEN
900,3233,LB-0100,0,0,0,0,0,7,2,16,0,3,1,-1,0,0,0,1.5,3,5,2012,DEN
901,3233,JD-2700,0,0,0,0,0,0,0,0,0,5,2,36,1,0,10,8.6,3,8,2012,DEN
902,3233,KW-0300,0,0,0,0,0,0,0,0,0,6,3,73,1,0,0,13.3,3,10,2012,HOU
903,3233,AF-0900,0,0,0,0,0,25,13,105,0,1,1,3,1,0,0,16.8,3,4,2012,HOU
904,3233,AJ-0900,0,0,0,0,0,0,0,0,0,4,2,72,1,0,0,13.2,3,10,2012,HOU
905,3233,BT-0200,0,0,0,0,0,8,4,26,0,0,0,0,0,1,0,0.6,3,2,2012,HOU
906,3233,OD-0100,0,0,0,0,0,0,0,0,0,5,3,26,1,0,0,8.6,3,7,2012,HOU
907,3233,JC-1600,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,1.1,3,4,2012,HOU
908,3233,KM-0450,0,0,0,0,0,1,1,21,0,4,2,20,0,0,0,4.1,3,1,2012,HOU
909,3233,GG-0400,0,0,0,0,0,0,0,0,0,4,2,39,0,0,0,3.9,2,3,2012,HOU
910,3233,RH-2350,0,0,0,0,0,2,1,7,0,1,1,1,0,0,0,0.8,1,1,2012,DEN
911,3233,MW-3100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,2012,DEN
912,3233,BS-4100,0,0,0,0,0,0,0,0,0,6,6,73,1,0,0,13.3,3,14,2012,DEN
913,3233,LJ-0400,0,0,0,0,0,0,0,0,0,1,1,46,0,0,0,4.6,2,2,2012,HOU
914,3234,CP-0500,34,24,209,1,3,2,1,5,0,0,0,0,0,0,0,18.9,3,9,2012,OAK
915,3234,DM-3100,0,0,0,0,0,0,0,0,0,10,5,45,1,0,0,10.5,2,2,2012,OAK
916,3234,BR-1100,49,36,378,0,4,1,1,8,0,0,0,0,0,0,5,31.4,3,9,2012,PIT
917,3234,MW-0500,0,0,0,0,0,1,0,1,0,11,8,120,1,0,0,18.1,3,4,2012,PIT
918,3234,HM-0200,0,0,0,0,0,0,0,0,0,10,8,60,2,0,0,18,3,8,2012,PIT
919,3234,JC-5400,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0.9,3,9,2012,PIT
920,3234,IR-0100,0,0,0,0,0,9,6,27,0,3,3,24,0,0,0,5.1,3,4,2012,PIT
921,3234,BM-3800,0,0,0,0,0,0,0,0,0,4,4,55,0,0,0,5.5,3,4,2012,OAK
922,3234,DM-1600,0,0,0,0,0,18,7,113,1,2,2,2,0,0,0,17.5,3,5,2012,OAK
923,3234,AB-3500,0,0,0,0,0,0,0,0,0,11,7,86,1,1,0,12.6,3,3,2012,PIT
924,3234,ES-0200,0,0,0,0,0,0,0,0,0,4,3,33,0,0,0,3.3,3,3,2012,PIT
925,3234,JD-3400,0,0,0,0,0,3,0,-1,0,1,1,1,0,1,0,-2,3,3,2012,PIT
926,3234,CR-0250,0,0,0,0,0,2,1,7,0,2,2,23,0,0,0,3,3,1,2012,PIT
927,3234,DH-2800,0,0,0,0,0,0,0,0,0,5,2,14,1,0,0,7.4,3,4,2012,OAK
928,3234,BB-1300,0,0,0,0,0,4,2,12,0,2,2,20,0,0,0,3.2,3,2,2012,PIT
929,3234,WJ-0300,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0.4,3,1,2012,PIT
930,3234,MR-0500,0,0,0,0,0,0,0,0,0,5,4,27,0,0,5,2.2,3,4,2012,OAK
931,3234,DA-1900,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,1.3,3,2,2012,OAK
932,3234,MG-1000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,3,4,2012,OAK
933,3234,RS-3250,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,2.2,3,1,2012,OAK
934,3234,RG-1400,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6.1,2,2,2012,OAK
935,3234,DH-0300,0,0,0,0,0,0,0,0,0,4,3,30,0,0,0,3,3,7,2012,OAK
936,3235,TB-2300,41,28,335,0,1,2,1,4,0,0,0,0,0,0,0,17.8,3,13,2012,NE
937,3235,BL-1200,0,0,0,0,0,0,0,0,0,12,9,108,0,0,0,10.8,3,10,2012,NE
938,3235,JE-0100,0,0,0,0,0,2,1,-5,0,7,4,28,1,0,15,6.8,3,4,2012,NE
939,3235,RR-0400,0,0,0,0,0,20,10,101,1,5,5,49,0,0,0,21,3,5,2012,BAL
940,3235,JF-1900,39,28,382,1,3,2,1,4,0,0,0,0,0,0,0,25.7,3,5,2012,BAL
941,3235,AB-2000,0,0,0,0,0,0,0,0,0,7,4,48,0,0,10,3.8,3,10,2012,BAL
942,3235,DW-4300,0,0,0,0,0,15,6,34,1,2,1,9,0,0,0,10.3,3,4,2012,NE
943,3235,WW-0200,0,0,0,0,0,0,0,0,0,10,8,142,0,0,0,14.2,3,9,2012,NE
944,3235,SR-0700,0,0,0,0,0,13,5,39,0,1,0,0,0,0,0,3.9,3,2,2012,NE
945,3235,DP-1300,0,0,0,0,0,0,0,0,0,7,5,50,1,0,0,11,3,3,2012,BAL
946,3235,MH-3300,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0.4,1,3,2012,NE
947,3235,BB-2250,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,6.4,2,1,2012,NE
948,3235,ED-0400,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0.5,3,3,2012,BAL
949,3235,RG-2200,0,0,0,0,0,0,0,0,0,3,2,21,0,0,10,1.1,3,3,2012,NE
950,3235,TS-2300,0,0,0,0,0,0,0,0,0,10,6,127,2,0,5,24.2,3,2,2012,BAL
951,3235,BP-0650,0,0,0,0,0,4,2,17,0,1,1,10,0,0,0,2.7,3,1,2012,BAL
952,3235,VL-0100,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0.7,3,9,2012,BAL
953,3235,JJ-3900,0,0,0,0,0,0,0,0,0,4,3,86,0,0,0,8.6,3,6,2012,BAL
954,3235,DB-3600,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,1.1,1,11,2012,NE
955,3235,KW-2300,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,1.2,1,9,2012,NE
956,3236,ML-2500,0,0,0,0,0,25,14,98,0,1,1,1,0,0,0,9.9,3,6,2012,SEA
957,3236,RW-3850,21,10,130,0,2,3,2,18,0,0,0,0,0,0,5,14.5,3,1,2012,SEA
958,3236,BO-0100,0,0,0,0,0,0,0,0,0,3,1,8,0,0,10,-0.2,2,6,2012,SEA
959,3236,AR-1300,40,26,223,0,0,2,2,17,0,0,0,0,0,0,0,10.6,3,8,2012,GB
960,3236,CB-1400,0,0,0,0,0,17,9,45,1,5,4,19,0,0,0,12.4,3,8,2012,GB
961,3236,CM-0500,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,2,4,2012,SEA
962,3236,AM-1400,0,0,0,0,0,0,0,0,0,2,1,9,0,0,10,-0.1,3,3,2012,SEA
963,3236,GJ-0400,0,0,0,0,0,0,0,0,0,10,6,35,0,0,0,3.5,2,7,2012,GB
964,3236,DW-3000,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,1.1,2,2,2012,GB
965,3236,JN-0900,0,0,0,0,0,0,0,0,0,3,2,19,0,0,0,1.9,3,5,2012,GB
966,3236,JJ-4200,0,0,0,0,0,0,0,0,0,7,5,55,0,0,0,5.5,3,6,2012,GB
967,3236,BS-0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.5,1,2,2012,GB
968,3236,ZM-0200,0,0,0,0,0,0,0,0,0,4,2,12,0,0,0,1.2,3,6,2012,SEA
969,3236,GT-0100,0,0,0,0,0,0,0,0,0,7,3,68,2,0,0,18.8,2,3,2012,SEA
970,3236,RC-1500,0,0,0,0,0,1,1,20,0,2,1,-1,0,0,0,1.9,3,2,2012,GB
971,3236,JF-1600,0,0,0,0,0,0,0,0,0,5,4,60,0,0,0,6,3,5,2012,GB
972,3236,JK-2200,0,0,0,0,0,1,0,2,0,4,3,25,0,0,0,2.7,2,7,2012,GB
973,3236,DD-2600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,14,2012,GB
974,3236,LW-0500,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1.1,3,7,2012,SEA
975,3236,EM-1600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2012,SEA
976,3236,SR-0500,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,2.2,3,6,2012,SEA
977,3237,TR-0350,0,0,0,0,0,14,5,47,1,6,4,57,0,0,0,16.4,4,1,2012,CLE
978,3237,BW-0850,52,25,319,1,0,0,0,0,0,0,0,0,0,0,11,9.7,4,1,2012,CLE
979,3237,GL-0400,0,0,0,0,0,1,0,-2,0,10,4,77,0,0,0,7.5,4,2,2012,CLE
980,3237,CO-0300,0,0,0,0,0,1,0,-2,0,4,2,10,0,0,0,0.8,3,4,2012,CLE
981,3237,JF-1900,46,28,356,1,1,2,1,4,1,0,0,0,0,0,0,22.6,4,5,2012,BAL
982,3237,TS-2300,0,0,0,0,0,1,0,0,0,10,6,97,1,0,0,15.7,4,2,2012,BAL
983,3237,RR-0400,0,0,0,0,0,18,5,49,0,11,8,47,0,0,0,9.6,4,5,2012,BAL
984,3237,JC-5600,0,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1.1,3,8,2012,CLE
985,3237,JC-0400,0,0,0,0,0,0,0,0,0,6,1,15,0,0,0,1.5,3,2,2012,CLE
986,3237,AB-2000,0,0,0,0,0,0,0,0,0,12,9,131,0,0,0,13.1,4,10,2012,BAL
987,3237,JN-1900,0,0,0,0,0,0,0,0,0,10,4,56,0,0,0,5.6,1,4,2012,CLE
988,3237,BP-0650,0,0,0,0,0,6,4,48,0,0,0,0,0,0,0,4.8,4,1,2012,BAL
989,3237,TD-1800,0,0,0,0,0,0,0,0,0,2,1,39,0,0,0,3.9,2,2,2012,BAL
990,3237,DP-1300,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,-1,4,3,2012,BAL
991,3237,TB-1060,0,0,0,0,0,1,0,0,0,5,2,26,0,0,0,2.6,4,1,2012,CLE
992,3237,VL-0100,0,0,0,0,0,0,0,0,0,2,2,25,0,0,0,2.5,4,9,2012,BAL
993,3237,BW-0700,0,0,0,0,0,0,0,0,0,6,5,52,0,0,0,5.2,4,9,2012,CLE
994,3237,JJ-3900,0,0,0,0,0,0,0,0,0,7,2,17,0,0,0,1.7,4,6,2012,BAL
995,3237,AA-0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1.5,2,2,2012,BAL
996,3237,JG-2450,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,1.6,4,1,2012,CLE
997,3238,FJ-0100,0,0,0,0,0,13,5,29,0,3,3,50,0,1,0,5.9,2,6,2012,BUF
